;id;nome_pt-br;name_en-us
165;C0722A ;Arroz com frango e pequi, c/ arroz polido, c/ sal, (arroz polido, frango, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal),  ; Brazilian recipe, with white rice, with salt, (white rice,chicken, brazilian fruit ´pequi´, parsley, with oil, onion and garlic, with black pepper, with salt) 
166;C0723A ;Arroz com frango e pequi, c/ arroz polido, s/ sal, (arroz polido, frango, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal),  ; Brazilian recipe, with white rice, unsalted, (white rice,chicken, brazilian fruit ´pequi´, parsley, with oil, onion and garlic, with black pepper, unsalted) 
167;C0543A ;Arroz com frango, c/ arroz integral, c/ sal, (arroz integral, c/ frango, tomate, cenoura, c/ óleo, cebola e alho, c/ sal),  ; Rice with chicken, with brown rice, with salt, (brown rice, with chicken, tomato, carrot, with oil, onion and garlic, with salt) 
168;C0544A ;Arroz com frango, c/ arroz integral, s/ sal, (arroz integral, c/ frango, tomate, cenoura, c/ óleo, cebola e alho, s/ sal),  ; Rice with chicken, with brown rice, unsalted, (brown rice, with chicken, tomato, carrot, with oil, onion and garlic, unsalted) 
169;C0541A ;Arroz com frango, c/ arroz polido, c/ sal, (arroz polido, c/ frango, tomate, cenoura, c/ óleo, cebola e alho, c/ sal),  ; Rice with chicken, with white rice, with salt, (white rice, with chicken, tomato, carrot, with oil, onion and garlic, with salt) 
170;C0542A ;Arroz com frango, c/ arroz polido, s/ sal, (arroz polido, c/ frango, tomate, cenoura, c/ óleo, cebola e alho, s/ sal),  ; Rice with chicken, with white rice, unsalted, (white rice, with chicken, tomato, carrot, with oil, onion and garlic, unsalted) 
171;C0522A ;Arroz com frutos do mar, c/ arroz integral, c/ sal, (arroz integral, c/ camarão, lula, mexilhão, tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal),  ; Rice with seafood, with brown rice, with salt, (brown rice, with shrimp, squid, mussel, tomato, yellow and red bell pepper, with oil, onion and garlic, with salt) 
172;C0523A ;Arroz com frutos do mar, c/ arroz integral, s/ sal, (arroz integral, c/ camarão, lula, mexilhão, tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal),  ; Rice with seafood, with brown rice, unsalted, (brown rice, with shrimp, squid, mussel, tomato, yellow and red bell pepper, with oil, onion and garlic, unsalted) 
173;C0520A ;Arroz com frutos do mar, c/ arroz polido, c/ sal, (arroz polido, c/ camarão, lula, mexilhão, tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal),  ; Rice with seafood, with white rice, with salt, (white rice, with shrimp, squid, mussel, tomato, yellow and red bell pepper, with oil, onion and garlic, with salt) 
174;C0521A ;Arroz com frutos do mar, c/ arroz polido, s/ sal, (arroz polido, c/ camarão, lula, mexilhão, tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal),  ; Rice with seafood, whit white rice, unsalted, (white rice, with shrimp, squid, mussel, tomato, yellow and red bell pepper, with oil, onion and garlic, unsalted) 
175;C0720A ;Arroz com jambu, c/ arroz integral, c/ sal, (arroz integral, jambu, c/ óleo, cebola e alho, c/ sal),  ; Brazilian recipe, with brown rice, with salt, (brown rice, brazilian leaf ´jambu´, with oil, onion and garlic, with salt) 
176;C0721A ;Arroz com jambu, c/ arroz integral, s/ sal, (arroz integral, jambu, c/ óleo, cebola e alho, s/ sal),  ; Brazilian recipe, with brown rice, unsalted, (brown rice, brazilian leaf ´jambu´, with oil, onion and garlic, unsalted) 
177;C0718A ;Arroz com jambu, c/ arroz polido, c/ sal, (arroz polido, jambu, c/ óleo, cebola e alho, c/ sal),  ; Brazilian recipe, with white rice,  with  salt, (white rice, brazilian leaf ´jambu´, with oil, onion and garlic, with salt) 
178;C0719A ;Arroz com jambu, c/ arroz polido, s/ sal, (arroz polido, jambu, c/ óleo, cebola e alho, s/ sal),  ; Brazilian recipe, with white rice, unsalted, (white rice, brazilian leaf ´jambu´, with oil, onion and garlic, unsalted) 
179;C0526A ;Arroz com legumes, c/ arroz integral, c/ sal, (arroz integral, c/ cenoura, pimentão amarelo e vermelho, ervilha e milho em conserva, abobrinha, brócolis, c/ óleo, cebola e alho, c/ sal),  ; Rice with vegetables, with brown rice, with salt, (brown rice, with carrot, yellow and red bell pepper, green pea and corn canned, zucchini, broccoli, with oil, onion and garlic, with salt) 
180;C0527A ;Arroz com legumes, c/ arroz integral, s/ sal, (arroz integral, c/ cenoura, pimentão amarelo e vermelho, ervilha e milho em conserva, abobrinha, brócolis, c/ óleo, cebola e alho, s/ sal),  ; Rice with vegetables, with brown rice, unsalted, (brown rice, with carrot, yellow and red bell pepper, green pea and corn canned, zucchini, broccoli, with oil, onion and garlic, unsalted) 
181;C0524A ;Arroz com legumes, c/ arroz polido, c/ sal, (arroz polido, c/ cenoura, pimentão amarelo e vermelho, ervilha e milho em conserva, abobrinha, brócolis, c/ óleo, cebola e alho, c/ sal),  ; Rice with vegetables, with white rice, with salt, (white rice, with carrot, yellow and red bell pepper, green pea and corn canned, zucchini, broccoli, with oil, onion and garlic, with salt) 
182;C0525A ;Arroz com legumes, c/ arroz polido, s/ sal, (arroz polido, c/ cenoura, pimentão amarelo e vermelho, ervilha e milho em conserva, abobrinha, brócolis, c/ óleo, cebola e alho, s/ sal),  ; Rice with vegetables, with white rice, unsalted, (white rice, with carrot, yellow and red bell pepper, green pea and corn canned, zucchini, broccoli, with oil, onion and garlic, unsalted) 
183;C0528A ;Arroz com lentilha, c/ arroz polido, c/ sal, (arroz polido, c/ lentilha, tomate, linguiça, c/ óleo, cebola e alho, c/ sal),  ; Rice with lentils, with white rice, with salt, (white rice, with lentils, tomato, sausage, with oil, garlic and onion, with salt) 
184;C0529A ;Arroz com lentilha, c/ arroz polido, s/ sal, (arroz polido, c/ lentilha, tomate, linguiça, c/ óleo, cebola e alho, s/ sal),  ; Rice with lentils, with white rice, unsalted, (white rice, with lentils, tomato, sausage, with oil, garlic and onion, unsalted) 
185;C0532A ;Arroz com linguiça, c/ arroz integral, c/ sal, (arroz integral, c/ linguiça, tomate, c/ óleo, cebola e alho, c/ sal),  ; Rice with sausage, with brown rice, with salt, (brown rice, with  sausage, tomato, with oil, onion and garlic, with salt) 
186;C0533A ;Arroz com linguiça, c/ arroz integral, s/ sal, (arroz integral, c/ linguiça, tomate, c/ óleo, cebola e alho, s/ sal),  ; Rice with sausage, with brown rice, unsalted, (brown rice, with  sausage, tomato, with oil, onion and garlic, unsalted) 
187;C0530A ;Arroz com linguiça, c/ arroz polido, c/ sal, (arroz polido, c/ linguiça, tomate, c/ óleo, cebola e alho, c/ sal),  ; Rice with sausage, with white rice, with salt, (white rice, with  sausage, tomato, with oil, onion and garlic, with salt) 
188;C0531A ;Arroz com linguiça, c/ arroz polido, s/ sal, (arroz polido, c/ linguiça, tomate, c/ óleo, cebola e alho, s/ sal),  ; Rice with sausage, with white rice, unsalted, (white rice, with  sausage, tomato, with oil, onion and garlic, unsalted) 
189;C0731A ;Arroz com macarrão (aletria, cabelo de anjo),  c/ arroz polido, c/ sal, (arroz polido, macarrão, c/ manteiga, c/ óleo, cebola e alho, c/ sal),  ; Rice with pasta (vermicelli), with white rice, with salt, (white white, pasta vermicelli, with butter, with oil, onion and garlic, with salt) 
190;C0714A ;Arroz com mexilhão (marisco lambe-lambe), c/ arroz polido, c/ sal, (arroz polido, mexilhão, tomate, pimentão vermelho, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal),  ; Rice with mussel, with white rice, with salt, (white rice, mussel, tomato, red bell pepper, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, with salt) 
191;C0715A ;Arroz com mexilhão (marisco lambe-lambe), c/ arroz polido, s/ sal, (arroz polido, mexilhão, tomate, pimentão vermelho, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal),  ; Rice with mussel, with white rice, unsalted, (white rice, mussel, tomato, red bell pepper, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, unsalted) 
192;C0534A ;Arroz com nozes, c/ arroz integral, c/ sal, (arroz integral, c/ noz, c/ óleo, cebola e alho, c/ sal),  ; Rice with nuts, with brown rice, with salt, (brown rice, with nut, with oil, onion and garlic, with salt) 
193;C0535A ;Arroz com nozes, c/ arroz integral, s/ sal, (arroz integral, c/ noz, c/ óleo, cebola e alho, s/ sal),  ; Rice with nuts, with brown rice, unsalted, (brown rice, with nut, with oil, onion and garlic, unsalted) 
194;C0536A ;Arroz com nozes, c/ arroz polido, c/ sal, (arroz polido, c/ noz, c/ óleo, cebola e alho, c/ sal),  ; Rice with nuts, with white rice, with salt, (white rice, with nut, with oil, onion and garlic, with salt) 
195;C0537A ;Arroz com nozes, c/ arroz polido, s/ sal, (arroz polido, c/ noz, c/ óleo, cebola e alho, s/ sal),  ; Rice with nuts, with white rice, unsalted, (white rice, with nut, with oil, onion and garlic, unsalted) 
196;C0518A ;Arroz com peixe, c/ arroz integral, c/ sal, (arroz integral, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal),  ; Rice with fish, with brown rice, with salt, (brown rice, with fish (marine, blue shark), tomato, yellow and red bell pepper, with oil, onion and garlic, with salt) 
197;C0519A ;Arroz com peixe, c/ arroz integral, s/ sal, (arroz integral, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal),  ; Rice with fish, with brown rice, unsalted, (brown rice, with fish (marine, blue shark), tomato, yellow and red bell pepper, with oil, onion and garlic, unsalted) 
198;C0516A ;Arroz com peixe, c/ arroz polido, c/ sal, (arroz polido, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal),  ; Rice with fish, with white rice, with salt, (white rice, with fish (marine, blue shark), tomato, yellow and red bell pepper, with oil, onion and garlic, with salt) 
199;C0517A ;Arroz com peixe, c/ arroz polido, s/ sal, (arroz polido, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal),  ; Rice with fish, with white rice, unsalted, (white rice, with fish (marine, blue shark), tomato, yellow and red bell pepper, with oil, onion and garlic, unsalted) 
200;C0728A ;Arroz com pequi, c/ arroz integral, c/ sal, (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal),  ; Brazilian recipe, with brown rice, with salt, (brown rice, brazilian fruit ´pequi´, parsley, with oil, onion and garlic, with black pepper, with salt) 
201;C0729A ;Arroz com pequi, c/ arroz integral, s/ sal, (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal),  ; Brazilian recipe, with brown rice, unsalted, (brown rice, brazilian fruit ´pequi´, parsley, with oil, onion and garlic, with black pepper, unsalted) 
202;C0726A ;Arroz com pequi, c/ arroz polido, c/ sal, (arroz polido, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal),  ; Brazilian recipe, with white rice, with salt, (white rice, brazilian fruit ´pequi´, parsley, with oil, onion and garlic, with black pepper, with salt) 
203;C0727A ;Arroz com pequi, c/ arroz polido, s/ sal, (arroz polido, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal),  ; Brazilian recipe, whit white rice, unsalted, (white rice, brazilian fruit ´pequi´, parsley, with oil, onion and garlic, with black pepper, unsalted) 
204;C0538A ;Arroz com salsicha, c/ arroz polido, c/ sal, (arroz polido, c/ salsicha, tomate, c/ óleo, cebola e alho, c/ sal),  ; Rice with frankfurter sausage, with white rice, with salt, (white rice, with frankfurter sausage, tomato, with oil, onion and garlic, with salt) 
205;C0901A ;Arroz de coco, c/ arroz integral, c/ sal, (arroz integral cozido, c/ coco e leite de coco, c/ óleo, cebola e alho, c/ sal),  ; Rice with coconut, with brown rice, with salt, (brown rice, with coconut milk and pulp, tomato, with oil, onion and garlic, with salt) 
206;C0902A ;Arroz de coco, c/ arroz integral, s/ sal, (arroz integral cozido, c/ coco e leite de coco, c/ óleo, cebola e alho, s/ sal),  ; Rice with coconut, with brown rice, unsalted, (brown rice, with coconut milk and pulp, tomato, with oil, onion and garlic, unsalted) 
207;C0505A ;Arroz de cuxá, c/ arroz polido, c/ sal, (arroz polido, quiabo, azedinha, camarão seco,  c/ óleo, cebola e alho, c/ sal),  ; Brazilian recipe, with white rice, with salt, (white rice, okra, sorrel, dried shrimp, with oil, onion and garlic, with salt) 
208;C0555A ;Arroz de forno, c/ arroz integral, c/ sal, (arroz integral, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, c/ sal),  ; Brazilian recipe, with brown rice, with salt, (brown rice, with carrot, green pea and corn canned, olives, mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with oil, onion and garlic, with salt) 
209;C0556A ;Arroz de forno, c/ arroz integral, s/ sal, (arroz integral, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, s/ sal),  ; Brazilian recipe, with brown rice, unsalted, (brown rice, with carrot, green pea and corn canned, olives, mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with oil, onion and garlic, unsalted) 
210;C0553A ;Arroz de forno, c/ arroz polido, c/ sal, (arroz polido, c/ cenoura, milho e ervilha em conserva, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, c/ sal),  ; Brazilian recipe, with white rice, with salt, (white rice, with carrot, green pea and corn canned, olives, mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with oil, onion and garlic, with salt) 
211;C0554A ;Arroz de forno, c/ arroz polido, s/ sal, (arroz polido, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, s/ sal),  ; Brazilian recipe, with white rice, unsalted, (white rice, with carrot, green pea and corn canned, olives, mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with oil, onion and garlic, unsalted) 
212;C0997A ;Arroz de leite, (arroz integral, leite integral, c/ óleo, cebola e alho, c/ sal),  ; Rice with milk, (brown rice, whole milk, with oil, onion and garlic, with salt) 
213;C0805A ;Arroz de leite, (arroz polido, leite integral, c/ óleo, cebola e alho, c/ sal),  ; Brazilian rice recipe, (white rice, whole milk, with oil, onion and garlic, with salt) 
214;C0913A ;Arroz doce, c/ açúcar e canela, (arroz integral cozido, leite integral, c/ açúcar e canela),  ; Sweet rice, with sugar and cinnamon topping, (boiled brown rice, whole milk, with sugar and cinnamon) 
215;C0806A ;Arroz doce, c/ açúcar e canela, (arroz polido cozido, leite integral, c/ açúcar e canela),  ; Sweet rice, with sugar and cinnamon topping, (boiled white rice, whole milk, with sugar and cinnamon) 
216;C0914A ;Arroz doce, c/ leite condensado e canela, (arroz integral cozido, leite integral, leite condensado, c/ canela),  ; Sweet rice, with condensed milk and cinnamon, (boiled brown rice, whole milk, condensed milk, with cinnamon) 
217;C0897A ;Arroz doce, c/ leite condensado e canela, (arroz polido cozido, leite integral, leite condensado, c/ canela),  ; Sweet rice, with condensed milk and cinnamon topping, (boiled white rice, whole milk, condensed milk, with cinnamon) 
218;C0100N ;Arroz doce, light, (arroz integral, leite desnatado, adoçante, canela em pó),  ; Sweet rice, light, (brown rice, skim milk, sweetener, cinnamon powder) 
219;C0092N ;Arroz doce, light, (arroz polido, leite desnatado, adoçante, canela em pó),  ; Sweet rice, light, (white rice, skim milk, sweetener, cinnamon powder) 
220;C0899A ;Arroz integral com lentilha, c/ sal, (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, c/ sal),  ; Rice with lentils, with brown rice, with salt, (brown rice, with lentils, with oil, garlic and onion, with salt) 
221;C0900A ;Arroz integral com lentilha, s/ sal, (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, s/ sal),  ; Rice with lentils, with brown rice, unsalted, (brown rice, with lentils, with oil, garlic and onion, unsalted) 
222;C0711A ;Arroz para sushi, vinagre de arroz, s/ óleo, c/ açúcar, c/ sal,  ; Sushi rice, vinegar rice, without oil, with sugar, whit salt 
223;C0574A ;Arroz piamontese, c/ arroz polido, c/ sal, (arroz polido, c/ cogumelo paris, creme de leite, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ óleo, cebola e alho, c/ sal),  ; Piamontese rise, with white rice, with salt, (white rice, with white mushroom, cream milk, parmesan cheesem, with white sauce (wheat flour, butter and milk), with oil, onion and garlic, with salt) 
224;C0995A ;Arroz selvagem, cozido, c/ óleo, cebola e alho, c/ sal,  ; Wild rice, cooked, with oil, onion and garlic, with salt 
225;C0996A ;Arroz selvagem, cozido, c/ óleo, cebola e alho, s/ sal,  ; Wild rice, cooked, with oil, onion and garlic, unsalted 
226;C0994A ;Arroz selvagem, cozido, s/ óleo, s/ sal, Zizania palustris, ; Rice, wild, cooked, without oil, unsalted 
227;C0015A ;Arroz,  farinha, Orysa sativa L.,Colombo,  ; Rice, flour, raw 
228;C0456A ;Arroz, c/ feijão, c/ sal, (arroz polido cozido, feijão carioca cozido, c/ óleo, cebola e alho, c/ sal),  ; Rice with beans, with salt, (boiled white rice, boiled pinto beans, with oil, onion and garlic, with salt) 
229;C0457A ;Arroz, c/ mandioca (aipim, macaxeira) cozida, c/ sal, (arroz polido cozido (c/ óleo, cebola e alho), mandioca (aipim, macaxeira cozida), c/ sal),  ; Rice with cassava, with salt, (boiled white rice (with oil, onion and garlic), boiled cassava, with salt) 
